order_id,customer_id,order_date,order_status,sales_channel,warehouse_id,shipping_address,billing_address,coupon_id,campaign_id,subtotal,discount_amount,shipping_fee,tax_amount,total_amount,payment_status,fulfillment_status,expected_delivery_date,cancellation_date,cancellation_reason,created_at,updated_at,confirmed_at,packed_at
ORD019301,CUST003892,06-12-2023,Cancelled,Website,WH013,"House 943, Ring Road, Vijay Vihar, Navi Mumbai, Maharashtra - 400708, India","House 943, Ring Road, Vijay Vihar, Navi Mumbai, Maharashtra - 400708, India",NULL,CAMP016,228995,0,0,41219.1,270214.1,NULL,Cancelled,09-12-2023,06-12-2023,Fraud/Risk,06-12-2023 22:57,07-12-2023 00:26,06-12-2023 22:58,07-12-2023 00:26
ORD051680,CUST010337,10-12-2024,Cancelled,Website,WH026,"House 496, Ring Road, Vijay Vihar, Meerut, Uttar Pradesh - 250004, India","House 496, Ring Road, Vijay Vihar, Meerut, Uttar Pradesh - 250004, India",NULL,NULL,449,0,0,80.82,529.82,Paid,Cancelled,13-12-2024,10-12-2024,Out of stock,10-12-2024 21:08,10-12-2024 21:08,NULL,NULL
ORD055088,CUST010992,16-11-2025,Cancelled,Website,WH004,"House 545, Ring Road, Vijay Vihar, Chennai, Tamil Nadu - 600001, India","House 545, Ring Road, Vijay Vihar, Chennai, Tamil Nadu - 600001, India",NULL,NULL,3999,0,0,719.82,4718.82,Paid,Cancelled,18-11-2025,16-11-2025,Operational issue,16-11-2025 23:43,17-11-2025 01:43,16-11-2025 23:44,17-11-2025 01:43
ORD097404,CUST019556,03-12-2025,Cancelled,Website,WH014,"House 840, Ring Road, Vijay Vihar, Tirupati, Andhra Pradesh - 517503, India","Flat 1707, Golden Enclave, Laxmi Nagar, Tirupati, Andhra Pradesh - 517503, India",NULL,NULL,3299,0,0,593.82,3892.82,Paid,Cancelled,08-12-2025,03-12-2025,Delivery delay,03-12-2025 09:45,03-12-2025 12:13,03-12-2025 09:46,03-12-2025 12:13
ORD014735,CUST002986,21-05-2025,Cancelled,Website,WH003,"House 657, Ring Road, Vijay Vihar, Thiruvananthapuram, Kerala - 695002, India","House 657, Ring Road, Vijay Vihar, Thiruvananthapuram, Kerala - 695002, India",COUP044,NULL,125498,500,0,22589.64,148087.64,Paid,Cancelled,24-05-2025,21-05-2025,Customer requested,21-05-2025 18:29,21-05-2025 19:11,21-05-2025 18:30,21-05-2025 19:11
ORD039934,CUST007990,30-11-2024,Cancelled,Marketplace,WH010,"House 894, Ring Road, Vijay Vihar, Jaipur, Rajasthan - 302003, India","House 894, Ring Road, Vijay Vihar, Jaipur, Rajasthan - 302003, India",COUP160,CAMP032,1998,0,0,359.64,2357.64,Paid,Cancelled,04-12-2024,30-11-2024,Payment issue,30-11-2024 14:07,30-11-2024 16:32,30-11-2024 14:08,30-11-2024 16:32
ORD108662,CUST001765,05-07-2025,Cancelled,Website,WH015,"House 598, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390003, India","House 598, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390003, India",NULL,NULL,5097,0,0,917.46,6014.46,Paid,Cancelled,07-07-2025,05-07-2025,Changed mind,05-07-2025 13:30,05-07-2025 19:55,05-07-2025 13:31,05-07-2025 19:55
ORD015076,CUST003050,21-07-2023,Cancelled,Website,WH015,"House 995, Ring Road, Vijay Vihar, Mapusa, Goa - 403509, India","House 995, Ring Road, Vijay Vihar, Mapusa, Goa - 403509, India",NULL,NULL,1795,0,0,323.1,2118.1,NULL,Cancelled,26-07-2023,22-07-2023,Changed mind,21-07-2023 18:18,22-07-2023 02:28,21-07-2023 19:32,22-07-2023 02:28
ORD046543,CUST009294,13-09-2023,Cancelled,Website,WH003,"House 462, Ring Road, Vijay Vihar, Warangal, Telangana - 506004, India","House 462, Ring Road, Vijay Vihar, Warangal, Telangana - 506004, India",NULL,NULL,2146,0,0,386.28,2532.28,NULL,Cancelled,16-09-2023,13-09-2023,Customer requested,13-09-2023 23:41,14-09-2023 02:10,13-09-2023 23:42,14-09-2023 02:10
ORD037300,CUST007481,01-07-2023,Cancelled,Website,WH027,"House 516, Ring Road, Vijay Vihar, Pune, Maharashtra - 411001, India","House 516, Ring Road, Vijay Vihar, Pune, Maharashtra - 411001, India",COUP058,NULL,74699,300,0,13445.82,88144.82,Paid,Cancelled,05-07-2023,01-07-2023,Out of stock,01-07-2023 09:05,01-07-2023 10:50,01-07-2023 09:06,01-07-2023 10:50
ORD001515,CUST000308,05-08-2024,Cancelled,Mobile App,WH009,"House 678, Ring Road, Vijay Vihar, Jaipur, Rajasthan - 302001, India","House 678, Ring Road, Vijay Vihar, Jaipur, Rajasthan - 302001, India",COUP078,NULL,13399,600,0,2411.82,15810.82,Paid,Cancelled,10-08-2024,05-08-2024,Fraud/Risk,05-08-2024 12:09,05-08-2024 13:18,05-08-2024 12:10,05-08-2024 13:18
ORD051566,CUST010317,12-04-2023,Cancelled,Website,WH021,"House 76, Ring Road, Vijay Vihar, Pathankot, Punjab - 145024, India","House 76, Ring Road, Vijay Vihar, Pathankot, Punjab - 145024, India",NULL,NULL,998,0,0,179.64,1177.64,NULL,Cancelled,15-04-2023,12-04-2023,Changed mind,12-04-2023 21:51,12-04-2023 23:13,12-04-2023 21:52,12-04-2023 23:13
ORD039948,CUST007993,29-06-2023,Cancelled,Website,WH010,"House 622, Ring Road, Vijay Vihar, Shimla, Himachal Pradesh - 171002, India","House 622, Ring Road, Vijay Vihar, Shimla, Himachal Pradesh - 171002, India",COUP002,CAMP007,399,0,0,71.82,470.82,Paid,Cancelled,02-07-2023,29-06-2023,Payment issue,29-06-2023 15:58,29-06-2023 16:47,29-06-2023 15:59,29-06-2023 16:47
ORD097633,CUST019602,16-11-2025,Cancelled,Mobile App,WH010,"House 568, Ring Road, Vijay Vihar, Faridabad, Haryana - 121001, India","House 568, Ring Road, Vijay Vihar, Faridabad, Haryana - 121001, India",NULL,NULL,44998,0,0,8099.64,53097.64,Paid,Cancelled,20-11-2025,16-11-2025,Address issue,16-11-2025 16:42,16-11-2025 19:39,16-11-2025 16:43,16-11-2025 19:39
ORD119369,CUST003907,07-08-2024,Cancelled,Mobile App,WH014,"House 814, Ring Road, Vijay Vihar, Madurai, Tamil Nadu - 625002, India","House 814, Ring Road, Vijay Vihar, Madurai, Tamil Nadu - 625002, India",COUP030,CAMP026,8499,500,0,1529.82,10028.82,Paid,Cancelled,09-08-2024,07-08-2024,Customer requested,07-08-2024 22:20,07-08-2024 23:52,07-08-2024 22:21,07-08-2024 23:52
ORD055569,CUST011095,27-11-2025,Cancelled,Website,WH011,"House 314, Ring Road, Vijay Vihar, Bhopal, Madhya Pradesh - 462002, India","House 314, Ring Road, Vijay Vihar, Bhopal, Madhya Pradesh - 462002, India",COUP050,NULL,399,0,0,71.82,470.82,NULL,Cancelled,29-11-2025,27-11-2025,Customer requested,27-11-2025 14:40,27-11-2025 16:11,27-11-2025 14:41,27-11-2025 16:11
ORD051659,CUST010332,18-10-2025,Cancelled,Website,WH012,"House 219, Ring Road, Vijay Vihar, Hyderabad, Telangana - 500005, India","House 219, Ring Road, Vijay Vihar, Hyderabad, Telangana - 500005, India",NULL,NULL,42999,0,0,7739.82,50738.82,Paid,Cancelled,21-10-2025,18-10-2025,Delivery delay,18-10-2025 16:03,18-10-2025 19:09,18-10-2025 16:04,18-10-2025 19:09
ORD032574,CUST006546,24-09-2024,Cancelled,Website,WH001,"House 884, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400001, India","House 884, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400001, India",NULL,CAMP028,189,0,0,34.02,223.02,Paid,Cancelled,26-09-2024,24-09-2024,Duplicate order,24-09-2024 12:38,24-09-2024 12:38,NULL,NULL
ORD059537,CUST011884,03-03-2024,Cancelled,Marketplace,WH009,"House 106, Ring Road, Vijay Vihar, Delhi, Delhi - 110007, India","House 106, Ring Road, Vijay Vihar, Delhi, Delhi - 110007, India",NULL,NULL,39999,0,0,7199.82,47198.82,NULL,Cancelled,07-03-2024,03-03-2024,Changed mind,03-03-2024 03:10,03-03-2024 04:51,03-03-2024 03:11,03-03-2024 04:51
ORD081698,CUST016356,11-08-2024,Cancelled,Marketplace,WH001,"House 413, Ring Road, Vijay Vihar, Surat, Gujarat - 395001, India","House 413, Ring Road, Vijay Vihar, Surat, Gujarat - 395001, India",COUP077,CAMP026,81496,500,0,14669.27,96165.27,Paid,Cancelled,14-08-2024,11-08-2024,Payment issue,11-08-2024 19:50,11-08-2024 20:53,11-08-2024 19:51,11-08-2024 20:53
ORD059865,CUST011940,24-12-2025,Cancelled,Mobile App,WH015,"House 225, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400004, India","House 416, Green Valley Apartments, River Road, Aadarsh Colony, Mumbai, Maharashtra - 400004, India",COUP125,NULL,4599,900,0,827.82,5426.82,Paid,Cancelled,28-12-2025,24-12-2025,Customer requested,24-12-2025 12:17,24-12-2025 13:52,24-12-2025 12:18,24-12-2025 13:52
ORD111753,CUST002371,06-04-2023,Cancelled,Mobile App,WH013,"House 326, Ring Road, Vijay Vihar, Pune, Maharashtra - 411001, India","House 326, Ring Road, Vijay Vihar, Pune, Maharashtra - 411001, India",NULL,NULL,48999,0,0,8819.82,57818.82,Paid,Cancelled,08-04-2023,06-04-2023,Out of stock,06-04-2023 04:15,06-04-2023 06:13,06-04-2023 04:16,06-04-2023 06:13
ORD002860,CUST000579,24-10-2024,Cancelled,Marketplace,WH008,"House 86, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390005, India","House 86, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390005, India",COUP158,NULL,2299,0,0,413.82,2712.82,Paid,Cancelled,30-10-2024,24-10-2024,Payment issue,24-10-2024 10:01,24-10-2024 11:02,24-10-2024 10:02,24-10-2024 11:02
ORD096258,CUST019317,10-01-2023,Cancelled,Website,WH011,"House 320, Ring Road, Vijay Vihar, Jabalpur, Madhya Pradesh - 482004, India","House 320, Ring Road, Vijay Vihar, Jabalpur, Madhya Pradesh - 482004, India",NULL,NULL,154997,0,0,27899.46,182896.46,Paid,Cancelled,15-01-2023,10-01-2023,Customer requested,10-01-2023 18:00,10-01-2023 19:48,10-01-2023 18:01,10-01-2023 19:48
ORD067705,CUST013563,16-10-2025,Cancelled,Website,WH021,"House 898, Ring Road, Vijay Vihar, Janakpuri, Delhi - 110064, India","House 898, Ring Road, Vijay Vihar, Janakpuri, Delhi - 110064, India",NULL,NULL,3697,0,0,665.46,4362.46,Paid,Cancelled,19-10-2025,16-10-2025,Changed mind,16-10-2025 03:25,16-10-2025 05:01,16-10-2025 03:26,16-10-2025 05:01
ORD069485,CUST013902,17-10-2024,Cancelled,Mobile App,WH004,"House 413, Ring Road, Vijay Vihar, Warangal, Telangana - 506005, India","House 413, Ring Road, Vijay Vihar, Warangal, Telangana - 506005, India",NULL,NULL,15998,0,0,2879.64,18877.64,Paid,Cancelled,19-10-2024,17-10-2024,Customer requested,17-10-2024 04:34,17-10-2024 07:45,17-10-2024 04:35,17-10-2024 07:45
ORD025756,CUST005162,04-12-2024,Cancelled,Mobile App,WH016,"House 855, Ring Road, Vijay Vihar, Durg, Chhattisgarh - 491005, India","House 855, Ring Road, Vijay Vihar, Durg, Chhattisgarh - 491005, India",COUP160,CAMP032,47448,550,0,8540.64,55988.64,Paid,Cancelled,08-12-2024,04-12-2024,Customer requested,04-12-2024 03:50,04-12-2024 07:39,04-12-2024 03:51,04-12-2024 07:39
ORD092060,CUST018462,10-06-2024,Cancelled,Mobile App,WH014,"House 628, Ring Road, Vijay Vihar, Kochi, Kerala - 682001, India","Flat 1103, Royal Heights, Rose Residency, Kochi, Kerala - 682001, India",NULL,NULL,1298,0,0,233.64,1531.64,Paid,Cancelled,13-06-2024,10-06-2024,Customer requested,10-06-2024 18:44,11-06-2024 01:20,10-06-2024 18:45,11-06-2024 01:20
ORD006343,CUST001290,24-11-2025,Cancelled,Website,WH006,"House 266, Ring Road, Vijay Vihar, Guwahati, Assam - 781005, India","House 266, Ring Road, Vijay Vihar, Guwahati, Assam - 781005, India",NULL,NULL,1699,0,0,305.82,2004.82,Paid,Cancelled,29-11-2025,24-11-2025,Payment issue,24-11-2025 05:04,24-11-2025 06:18,24-11-2025 05:05,24-11-2025 06:18
ORD109528,CUST001938,20-01-2025,Cancelled,Mobile App,WH002,"House 417, Ring Road, Vijay Vihar, Kanpur, Uttar Pradesh - 208001, India","House 417, Ring Road, Vijay Vihar, Kanpur, Uttar Pradesh - 208001, India",NULL,CAMP035,129997,0,0,23399.46,153396.46,NULL,Cancelled,24-01-2025,20-01-2025,Payment issue,20-01-2025 12:45,20-01-2025 12:45,NULL,NULL
ORD012336,CUST002492,13-05-2025,Cancelled,Website,WH005,"House 736, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390002, India","House 736, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390002, India",NULL,NULL,2399,0,0,431.82,2830.82,Paid,Cancelled,16-05-2025,13-05-2025,Payment issue,13-05-2025 18:53,13-05-2025 21:33,13-05-2025 18:54,13-05-2025 21:33
ORD072220,CUST014445,11-02-2025,Cancelled,Website,WH011,"House 677, Ring Road, Vijay Vihar, Indore, Madhya Pradesh - 452004, India","Flat 508, Metro Residency, Subhash Road, Lake Enclave, Indore, Madhya Pradesh - 452004, India",NULL,NULL,799,0,0,143.82,942.82,NULL,Cancelled,14-02-2025,11-02-2025,Changed mind,11-02-2025 12:13,11-02-2025 16:04,11-02-2025 12:14,11-02-2025 16:04
ORD122625,CUST004537,16-09-2025,Cancelled,Marketplace,WH013,"House 484, Ring Road, Vijay Vihar, Surat, Gujarat - 395005, India","House 484, Ring Road, Vijay Vihar, Surat, Gujarat - 395005, India",NULL,NULL,1598,0,0,287.64,1885.64,Paid,Cancelled,19-09-2025,16-09-2025,Changed mind,16-09-2025 23:22,17-09-2025 05:35,16-09-2025 23:23,17-09-2025 05:35
ORD066512,CUST013329,08-09-2025,Cancelled,Website,WH009,"House 8, Ring Road, Vijay Vihar, Ludhiana, Punjab - 141001, India","House 8, Ring Road, Vijay Vihar, Ludhiana, Punjab - 141001, India",COUP114,NULL,999,0,0,179.82,1178.82,Paid,Cancelled,10-09-2025,08-09-2025,Changed mind,08-09-2025 11:01,09-09-2025 00:37,08-09-2025 11:02,09-09-2025 00:37
ORD104166,CUST000855,20-01-2024,Cancelled,Website,WH004,"House 887, Ring Road, Vijay Vihar, Thiruvananthapuram, Kerala - 695001, India","House 887, Ring Road, Vijay Vihar, Thiruvananthapuram, Kerala - 695001, India",NULL,CAMP019,8499,0,0,1529.82,10028.82,NULL,Cancelled,25-01-2024,20-01-2024,Customer requested,20-01-2024 07:12,20-01-2024 10:06,20-01-2024 07:13,20-01-2024 10:06
ORD020507,CUST004134,13-01-2024,Cancelled,Marketplace,WH026,"House 342, Ring Road, Vijay Vihar, Ludhiana, Punjab - 141005, India","House 342, Ring Road, Vijay Vihar, Ludhiana, Punjab - 141005, India",NULL,CAMP019,12694,0,0,2284.92,14978.92,Paid,Cancelled,18-01-2024,13-01-2024,Delivery delay,13-01-2024 23:21,14-01-2024 00:32,13-01-2024 23:22,14-01-2024 00:32
ORD011258,CUST002268,12-05-2023,Cancelled,Website,WH011,"House 232, Ring Road, Vijay Vihar, Jabalpur, Madhya Pradesh - 482003, India","House 232, Ring Road, Vijay Vihar, Jabalpur, Madhya Pradesh - 482003, India",NULL,CAMP006,15998,0,0,2879.64,18877.64,Paid,Cancelled,14-05-2023,12-05-2023,Changed mind,12-05-2023 21:45,13-05-2023 00:37,12-05-2023 21:46,13-05-2023 00:37
ORD100605,CUST000123,15-08-2025,Cancelled,Website,WH022,"House 763, Ring Road, Vijay Vihar, Jorhat, Assam - 785004, India","House 763, Ring Road, Vijay Vihar, Jorhat, Assam - 785004, India",NULL,NULL,897,0,0,161.46,1058.46,Paid,Cancelled,17-08-2025,15-08-2025,Delivery delay,15-08-2025 10:46,15-08-2025 12:58,15-08-2025 10:47,15-08-2025 12:58
ORD056923,CUST011371,26-02-2024,Cancelled,Mobile App,WH001,"House 775, Ring Road, Vijay Vihar, Margao, Goa - 403604, India","House 775, Ring Road, Vijay Vihar, Margao, Goa - 403604, India",NULL,NULL,174950,0,0,31491,206441,Paid,Cancelled,01-03-2024,26-02-2024,Customer requested,26-02-2024 11:59,26-02-2024 13:25,26-02-2024 12:00,26-02-2024 13:25
ORD086925,CUST017401,14-09-2025,Cancelled,Website,WH001,"House 29, Ring Road, Vijay Vihar, Pune, Maharashtra - 411005, India","House 29, Ring Road, Vijay Vihar, Pune, Maharashtra - 411005, India",NULL,NULL,1482,0,0,266.76,1748.76,Paid,Cancelled,19-09-2025,14-09-2025,Customer requested,14-09-2025 00:53,14-09-2025 02:08,14-09-2025 00:54,14-09-2025 02:08
ORD113321,CUST002707,03-09-2024,Cancelled,Website,WH005,"House 576, Ring Road, Vijay Vihar, Margao, Goa - 403601, India","House 576, Ring Road, Vijay Vihar, Margao, Goa - 403601, India",NULL,CAMP028,16999,0,0,3059.82,20058.82,Paid,Cancelled,04-09-2024,03-09-2024,Other,03-09-2024 17:27,04-09-2024 12:03,03-09-2024 17:28,04-09-2024 12:03
ORD025437,CUST005102,18-05-2024,Cancelled,Website,WH009,"House 916, Ring Road, Vijay Vihar, Bikaner, Rajasthan - 334005, India","House 916, Ring Road, Vijay Vihar, Bikaner, Rajasthan - 334005, India",NULL,NULL,45696,0,0,8225.28,53921.28,Paid,Cancelled,20-05-2024,18-05-2024,Other,18-05-2024 09:20,18-05-2024 10:21,18-05-2024 09:21,18-05-2024 10:21
ORD006245,CUST001272,22-10-2025,Cancelled,Website,WH024,"House 34, Ring Road, Vijay Vihar, Ranchi, Jharkhand - 834005, India","House 34, Ring Road, Vijay Vihar, Ranchi, Jharkhand - 834005, India",COUP175,NULL,999,0,0,179.82,1178.82,NULL,Cancelled,25-10-2025,22-10-2025,Changed mind,22-10-2025 18:35,22-10-2025 20:13,22-10-2025 18:36,22-10-2025 20:13
ORD081943,CUST016401,22-02-2025,Cancelled,Website,WH023,"House 945, Ring Road, Vijay Vihar, Bhavnagar, Gujarat - 364001, India","House 945, Ring Road, Vijay Vihar, Bhavnagar, Gujarat - 364001, India",NULL,NULL,3498,0,0,629.64,4127.64,Paid,Cancelled,25-02-2025,22-02-2025,Address issue,22-02-2025 10:22,22-02-2025 11:50,22-02-2025 10:23,22-02-2025 11:50
ORD024113,CUST004837,09-07-2025,Cancelled,Marketplace,WH009,"House 203, Ring Road, Vijay Vihar, Bikaner, Rajasthan - 334004, India","House 203, Ring Road, Vijay Vihar, Bikaner, Rajasthan - 334004, India",COUP050,NULL,1349.1,149.9,0,242.84,1591.94,Paid,Cancelled,12-07-2025,09-07-2025,Customer requested,09-07-2025 07:38,09-07-2025 08:52,09-07-2025 07:39,09-07-2025 08:52
ORD070600,CUST014131,01-08-2025,Cancelled,Website,WH021,"House 634, Ring Road, Vijay Vihar, Ujjain, Madhya Pradesh - 456005, India","House 634, Ring Road, Vijay Vihar, Ujjain, Madhya Pradesh - 456005, India",NULL,NULL,2797,0,0,503.46,3300.46,Paid,Cancelled,05-08-2025,01-08-2025,Customer requested,01-08-2025 10:54,01-08-2025 10:54,NULL,NULL
ORD061958,CUST012385,22-03-2023,Cancelled,Website,WH009,"House 203, Ring Road, Vijay Vihar, Ghaziabad, Uttar Pradesh - 201004, India","House 203, Ring Road, Vijay Vihar, Ghaziabad, Uttar Pradesh - 201004, India",NULL,NULL,20999,0,0,3779.82,24778.82,Paid,Cancelled,24-03-2023,22-03-2023,Other,22-03-2023 18:02,22-03-2023 19:53,22-03-2023 18:03,22-03-2023 19:53
ORD052629,CUST010526,25-09-2024,Cancelled,Website,WH014,"House 867, Ring Road, Vijay Vihar, Hyderabad, Telangana - 500003, India","House 867, Ring Road, Vijay Vihar, Hyderabad, Telangana - 500003, India",NULL,NULL,83994,0,0,15118.92,99112.92,Paid,Cancelled,30-09-2024,25-09-2024,Out of stock,25-09-2024 13:47,25-09-2024 19:57,25-09-2024 13:48,25-09-2024 19:57
ORD009336,CUST001901,17-07-2025,Cancelled,Website,WH023,"House 229, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400005, India","House 229, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400005, India",NULL,NULL,9999,0,0,1799.82,11798.82,NULL,Cancelled,20-07-2025,17-07-2025,Delivery delay,17-07-2025 09:12,17-07-2025 22:41,17-07-2025 09:13,17-07-2025 22:41
ORD040088,CUST008021,17-12-2024,Cancelled,Mobile App,WH008,"House 813, Ring Road, Vijay Vihar, Nagpur, Maharashtra - 440003, India","House 813, Ring Road, Vijay Vihar, Nagpur, Maharashtra - 440003, India",NULL,CAMP033,1046,0,0,188.28,1234.28,Paid,Cancelled,20-12-2024,17-12-2024,Customer requested,17-12-2024 10:53,17-12-2024 13:59,17-12-2024 10:54,17-12-2024 13:59
ORD027210,CUST005465,21-03-2025,Cancelled,Mobile App,WH003,"House 801, Ring Road, Vijay Vihar, Hyderabad, Telangana - 500002, India","House 801, Ring Road, Vijay Vihar, Hyderabad, Telangana - 500002, India",NULL,NULL,119999,0,0,21599.82,141598.82,NULL,Cancelled,23-03-2025,21-03-2025,Address issue,21-03-2025 20:21,21-03-2025 22:04,21-03-2025 20:22,21-03-2025 22:04
ORD077625,CUST015531,19-11-2024,Cancelled,Marketplace,WH030,"House 655, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400003, India","House 655, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400003, India",NULL,NULL,5999,0,0,1079.82,7078.82,Paid,Cancelled,26-11-2024,19-11-2024,Address issue,19-11-2024 23:54,20-11-2024 01:46,19-11-2024 23:55,20-11-2024 01:46
ORD019135,CUST003853,25-04-2025,Cancelled,Website,WH013,"House 797, Ring Road, Vijay Vihar, Navi Mumbai, Maharashtra - 400615, India","House 797, Ring Road, Vijay Vihar, Navi Mumbai, Maharashtra - 400615, India",NULL,CAMP037,115998,0,0,20879.64,136877.64,Paid,Cancelled,29-04-2025,25-04-2025,Address issue,25-04-2025 06:44,25-04-2025 11:19,25-04-2025 06:45,25-04-2025 11:19
ORD105074,CUST001038,10-06-2024,Cancelled,Mobile App,WH018,"House 87, Ring Road, Vijay Vihar, Bengaluru, Karnataka - 560003, India","House 87, Ring Road, Vijay Vihar, Bengaluru, Karnataka - 560003, India",NULL,NULL,3398,0,0,611.64,4009.64,Paid,Cancelled,12-06-2024,10-06-2024,Out of stock,10-06-2024 15:15,10-06-2024 16:05,10-06-2024 15:16,10-06-2024 16:05
ORD004777,CUST000976,13-01-2025,Cancelled,Marketplace,WH011,"House 438, Ring Road, Vijay Vihar, Durg, Chhattisgarh - 491001, India","House 438, Ring Road, Vijay Vihar, Durg, Chhattisgarh - 491001, India",NULL,NULL,2447,0,0,440.46,2887.46,Paid,Cancelled,19-01-2025,13-01-2025,Delivery delay,13-01-2025 22:05,13-01-2025 23:22,13-01-2025 22:06,13-01-2025 23:22
