customer_id,first_name,last_name,gender,date_of_birth,email,phone,city,state,region,country,pincode,registration_date,customer_type,customer_segment,acquisition_channel,acquisition_campaign_id,customer_status,created_at,updated_at
CUST000011, Anindita,Awasthi,Female,17-06-1992,a-awasthi8812202@gmail.com,9306732683,Vadodara,Gujarat,West,IN,390005,23-10-2024,Regular,Retail,Meta Ads,CAMP030,Active,23-10-2024 19:52,03-03-2025 14:53
CUST000012, Vanashree,Sable,Female,28-09-1967,vanashree7083527-sable@gmail.com,8113455749,Kolkata,West Bengal,East,IN,700001,11-07-2025,Regular,Retail,NULL,NULL,Active,11-07-2025 21:28,11-11-2025 17:33
CUST000013, Elodie,Christian,Female,23-12-1994,elodie-christian7022823@gmail.com,9606964611,Meerut,Uttar Pradesh,North,IN,250004,08-07-2023,Premium,Retail,YouTube,CAMP007,Active,08-07-2023 15:54,15-12-2023 21:29
CUST000014, Viraj,Desai,Male,13-04-2000,viraj9171434.desai@gmail.com,6338074590,Kanpur,Uttar Pradesh,North,IN,208004,24-07-2024,Regular,Private,NULL,NULL,Active,24-07-2024 23:14,27-11-2024 11:58
CUST000015, Trupti,Meena,Female,21-01-1993,truptimeena2809783@gmail.com,8546271167,Khammam,Telangana,South,IN,507003,01-02-2025,VIP,Private,NULL,NULL,Active,01-02-2025 21:11,13-06-2025 23:08
CUST000016, Ruben,Chacko,Male,12-02-1976,ruben.chacko103089@yahoo.com,8708890583,Jaipur,Rajasthan,North,IN,302003,11-11-2023,Regular,Private,Google Ads,CAMP014,Active,11-11-2023 11:32,01-12-2023 17:36
CUST000017, Dominique,Lakra,Female,07-02-1979,dominiquelakra5392827@gmail.com,8687376429,Vadodara,Gujarat,West,IN,390004,15-10-2024,Corporate,Business,Meta Ads,CAMP030,Active,15-10-2024 11:37,26-12-2024 13:37
CUST000018, Anshika,Subramaniam,Female,27-06-1981,a.subramaniam3912126@outlook.com,9690930082,Hyderabad,Telangana,South,IN,500005,10-12-2025,Regular,Business,NULL,NULL,Active,10-12-2025 10:37,30-12-2025 08:43
CUST000019, Jagannath,Agrawal,M,02-01-1977,jagannathagrawal7353608@gmail.com,7675602886,Thane,Maharashtra,West,IN,400602,30-05-2025,Regular,Retail,NULL,NULL,Active,30-05-2025 14:18,07-08-2025 00:42
CUST000020, Mangal,Ramaswamy,M,13-08-2001,mangal9923573_ramaswamy@gmail.com,7580516617,Dehradun,Uttarakhand,North,IN,248003,25-05-2024,Premium,Premium,Push Notification,CAMP024,Active,25-05-2024 19:54,15-12-2024 16:56
CUST000021, Atri,Bhansali,M,28-02-1973,atri1305051bhansali@outlook.com,9452625930,New Delhi,Delhi,North,IN,110004,25-07-2025,Corporate,Business,NULL,NULL,Active,25-07-2025 23:08,19-10-2025 21:57
CUST000022, Gustavo,Correia,M,01-07-1950,gustavocorreia2572858@gmail.com,8446859049,Jaipur,Rajasthan,North,IN,302001,19-12-2023,Premium,Private,Influencer,CAMP017,Inactive,19-12-2023 16:38,01-02-2024 01:20
CUST000023, Victor,Lobo,M,18-06-1981,victor7682655.lobo@gmail.com,8414444259,Ajmer,Rajasthan,North,IN,305002,07-10-2024,Regular,Business,Google Ads,CAMP029,Active,07-10-2024 08:27,09-03-2025 09:20
CUST000024, Leanne,George,Female,05-09-1993,leanne8013226.george@gmail.com,8081066886,Begusarai,Bihar,East,IN,851105,10-03-2025,Regular,Private,YouTube,CAMP036,Active,10-03-2025 20:58,01-04-2025 08:52
CUST000025, Horace,Coutinho,Male,23-10-1982,horace1662274-coutinho@hotmail.com,9879031056,Durg,Chhattisgarh,Central,IN,491002,07-02-2023,Regular,Private,Email,CAMP003,Active,07-02-2023 19:35,16-06-2023 06:33
CUST000026, Aarifa,Vohra,Female,01-02-1991,a-vohra702074@gmail.com,7055034371,Alwar,Rajasthan,North,IN,301003,29-05-2023,Regular,Retail,NULL,NULL,Active,29-05-2023 19:26,10-11-2023 03:52
CUST000027, Fareeha,Mughal,Female,11-03-1969,fareeha4170729.mughal@gmail.com,7913508982,Pune,Maharashtra,West,IN,411005,27-09-2024,Regular,Retail,Email,CAMP028,Active,27-09-2024 19:05,21-10-2024 16:56
CUST000028, Eliab,Peter,Male,09-06-1987,eliabpeter8588052@gmail.com,8408347763,Meerut,Uttar Pradesh,North,IN,250003,12-08-2023,Regular,Retail,Meta Ads,CAMP009,Active,12-08-2023 15:49,08-11-2023 17:57
CUST000029, Angela,Christopher,Female,12-08-1983,angela-christopher6704695@yahoo.com,7848155101,Kochi,Kerala,South,IN,682001,11-12-2025,Regular,Retail,NULL,NULL,Active,11-12-2025 20:22,21-12-2025 01:09
CUST000030, Paul,Almeida,Male,25-10-1994,p.almeida8488663@gmail.com,8631084176,Mohali,Punjab,North,IN,140301,25-03-2025,Regular,Retail,NULL,NULL,Blocked,25-03-2025 23:07,06-05-2025 01:00
CUST000031, Abha,Srinivasan,Female,03-01-2003,abha5574297srinivasan@gmail.com,8186069878,Pune,Maharashtra,West,IN,411005,03-07-2025,Regular,Retail,NULL,NULL,Suspended,03-07-2025 13:30,27-07-2025 03:39
CUST000032, Usama,Hyderabadi,Male,06-05-2000,usama3645490hyderabadi@gmail.com,9237874367,Nagpur,Maharashtra,West,IN,440004,02-11-2023,Regular,Retail,Google Ads,CAMP014,Inactive,02-11-2023 19:04,18-03-2024 15:50
CUST000033, Vasant,Pandey,Male,17-07-1992,v-pandey1363067@yahoo.com,9265909770,Chennai,Tamil Nadu,South,IN,600004,19-11-2023,Regular,Retail,NULL,NULL,Active,19-11-2023 11:56,21-01-2024 04:48
CUST000034, Pratiksha,Kurup,Female,23-10-1978,pkurup8017223@yahoo.com,6147526964,Noida,Uttar Pradesh,North,IN,201304,10-03-2023,Regular,Retail,Meta Ads,CAMP004,Active,10-03-2023 00:08,14-07-2023 07:43
CUST000035, Eesha,Joshi,Female,16-12-2001,e.joshi1794555@gmail.com,7510626297,Jammu,Jammu & Kashmir,North,IN,180004,21-12-2025,Corporate,Business,NULL,NULL,Active,21-12-2025 19:21,22-12-2025 20:12
CUST000036, Thomas,John,Male,11-11-1981,t.john8425584@hotmail.com,8444336520,Aurangabad,Maharashtra,West,IN,431002,31-10-2024,Premium,Retail,Push Notification,CAMP031,Inactive,31-10-2024 12:13,02-06-2025 13:00
CUST000037, Samriddhi,Kandari,Female,31-07-1974,skandari2635087@gmail.com,8541552456,Kollam,Kerala,South,IN,691005,26-10-2024,Regular,Retail,Meta Ads,CAMP030,Active,26-10-2024 18:06,30-10-2024 20:48
CUST000038, Adhya,Vaidya,Female,09-12-1974,adhya.vaidya4760980@outlook.com,9242306451,Gwalior,Madhya Pradesh,Central,IN,474003,13-12-2024,Regular,Private,Influencer,CAMP033,Inactive,13-12-2024 07:20,04-02-2025 19:41
CUST000039, Mukesh,Jha,Male,12-07-1994,m-jha8425475@yahoo.com,7870014091,Tirupati,Andhra Pradesh,South,IN,517505,15-11-2025,Premium,Premium,NULL,NULL,Active,15-11-2025 09:32,26-12-2025 07:02
CUST000040, Renato,Sebastian,Male,03-10-1999,renato-sebastian7924534@gmail.com,8119444664,Navi Mumbai,Maharashtra,West,IN,400708,05-01-2025,Regular,Retail,Google Ads,CAMP034,Active,05-01-2025 19:42,13-04-2025 17:10
CUST000041, Mayankesh,Jhaveri,Male,19-11-1979,m_jhaveri4136421@gmail.com,9314058934,Raipur,Chhattisgarh,Central,IN,492005,22-11-2024,Regular,Retail,YouTube,CAMP032,Active,22-11-2024 15:27,24-01-2025 05:00
CUST000042, Nirupama,Kshirsagar,Female,08-10-1986,nirupama-kshirsagar5079940@outlook.com,9616839178,Prayagraj,Uttar Pradesh,North,IN,211001,06-07-2024,Regular,Retail,YouTube,CAMP025,Inactive,06-07-2024 18:11,28-09-2024 10:40
CUST000043, Gopali,Mahajan,Other,15-06-1967,gopali6086653.mahajan@gmail.com,9692266283,Madurai,Tamil Nadu,South,IN,625005,17-05-2024,Premium,Private,Push Notification,CAMP024,Active,17-05-2024 20:54,03-08-2024 21:17
CUST000044, Wasim,Quadri,M,13-11-2003,wasim.quadri8898895@hotmail.com,9366056272,Jabalpur,Madhya Pradesh,Central,IN,482002,04-10-2025,Premium,Retail,Meta Ads,CAMP039,Active,04-10-2025 12:23,07-10-2025 18:17
CUST000045, Ratnakar,Uke,M,28-09-1994,ruke9697982@hotmail.com,9096833691,Amritsar,Punjab,North,IN,143001,04-09-2025,Regular,Private,NULL,NULL,Active,06-09-2025 23:02,16-09-2025 06:37
CUST000046, Sebastian,Xavier,M,30-04-2002,sebastian9692030_xavier@outlook.com,7853722867,Faridabad,Haryana,North,IN,121005,18-11-2023,Corporate,Business,Google Ads,CAMP014,Inactive,18-11-2023 14:58,21-10-2024 06:03
CUST000047, Vanshika,Suryawanshi,Female,18-12-2000,vanshika_suryawanshi8508372@gmail.com,7666029882,Jabalpur,Madhya Pradesh,Central,IN,482002,11-11-2025,Regular,Retail,NULL,NULL,Active,11-11-2025 12:48,26-11-2025 18:57
CUST000048, Shaheen,Qureshi,Female,26-12-1994,s-qureshi6478268@gmail.com,8237872598,Faridabad,Haryana,North,IN,121004,05-08-2024,Corporate,Business,Meta Ads,CAMP026,Active,05-08-2024 13:38,04-01-2025 17:39
CUST000049, Hiranya,Sanghavi,Male,13-12-1974,hiranya.sanghavi2426410@gmail.com,8964744673,Delhi,Delhi,North,IN,110006,27-06-2024,Regular,Retail,YouTube,CAMP025,Active,27-06-2024 21:19,10-12-2024 21:58
CUST000050, Hiral,Dongre,Female,31-03-2000,hiraldongre2274363@yahoo.com,9061461567,Noida,Uttar Pradesh,North,IN,201301,23-12-2025,Regular,Retail,NULL,NULL,Active,23-12-2025 19:44,31-12-2025 19:12
CUST000051, Harun,Lucknawi,Male,11-10-1996,harun_lucknawi3574742@gmail.com,8279888094,Mumbai,Maharashtra,West,IN,400004,22-01-2024,Regular,Private,Meta Ads,CAMP019,Suspended,22-01-2024 08:38,18-05-2024 03:06
CUST000052, Tanisha,Mane,F,06-08-1983,tmane9379858@yahoo.com,6079679554,Tirupati,Andhra Pradesh,South,IN,517501,06-08-2025,Regular,Retail,NULL,NULL,Active,06-08-2025 16:20,30-08-2025 06:03
CUST000053, Josephine,Michael,F,02-07-1993,j_michael198949@yahoo.com,9463258901,Bengaluru,Karnataka,South,IN,560001,20-03-2025,Regular,Retail,NULL,NULL,Active,20-03-2025 22:51,12-09-2025 11:11
CUST000054, Naomi,Chandy,F,22-07-2000,naomi2590142_chandy@outlook.com,7383123417,Amravati,Maharashtra,West,IN,444602,02-02-2023,Corporate,Business,NULL,NULL,Active,02-02-2023 21:03,29-08-2023 23:02
CUST000055, Gargee,Wasnik,F,05-05-2000,gargee9955172-wasnik@hotmail.com,6073473119,Lucknow,Uttar Pradesh,North,IN,226004,09-09-2025,Regular,Retail,NULL,NULL,Inactive,09-09-2025 22:15,28-12-2025 18:42
CUST000056, Mudassir,Deobandi,Male,10-06-1998,mudassir8262280deobandi@gmail.com,8152299053,Thane,Maharashtra,West,IN,400603,16-07-2025,Regular,Private,NULL,NULL,Active,16-07-2025 19:31,26-12-2025 06:32
CUST000057, Mahima,Kamble,F,01-04-1968,mahima-kamble7344809@gmail.com,8313674040,Ahmedabad,Gujarat,West,IN,380005,20-08-2023,Regular,Private,Influencer,CAMP010,Active,20-08-2023 10:16,10-11-2023 12:23
CUST000058, Mahwish,Darzi,F,06-12-1997,mahwish.darzi7994381@outlook.com,8174701383,Mangaluru,Karnataka,South,IN,575003,01-11-2023,Regular,Private,Push Notification,CAMP015,Active,01-11-2023 19:03,24-04-2024 20:54
CUST000059, Shubhangi,Wasnik,F,06-08-1987,shubhangi2618169_wasnik@outlook.com,8776196056,Durg,Chhattisgarh,Central,IN,491005,07-02-2024,Regular,Priority,Google Ads,CAMP020,Inactive,07-02-2024 17:55,24-10-2024 08:07
CUST000060, Gaurangi,Jadhav,F,11-07-2003,g.jadhav692476@outlook.com,9030158628,Kolkata,West Bengal,East,IN,700002,19-09-2024,Regular,Priority,Email,CAMP028,Active,19-09-2024 03:13,05-01-2025 11:53
CUST000061, Amber,James,F,30-08-1971,amber.james2108583@outlook.com,8105811235,Thrissur,Kerala,South,IN,680004,30-10-2024,Regular,Retail,Meta Ads,CAMP030,Suspended,30-10-2024 12:45,19-03-2025 16:36
CUST000062, Emmaline,Kispotta,F,29-10-1983,emmaline3103351.kispotta@yahoo.com,8902427433,Lucknow,Uttar Pradesh,North,IN,226001,25-03-2024,Regular,Private,Meta Ads,CAMP022,Active,25-03-2024 20:56,27-08-2024 09:38
CUST000063, Anvitha,Waghmare,F,07-11-2004,anvitha.waghmare3133750@gmail.com,9729288384,Gurugram,Haryana,North,IN,122005,16-12-2023,Premium,Premium,Google Ads,CAMP018,Inactive,16-12-2023 12:21,07-07-2024 13:22
CUST000064, Navya,Sethi,F,14-09-1964,navya.sethi6591038@gmail.com,8751286932,Thane,Maharashtra,West,IN,400605,05-07-2025,Regular,Retail,NULL,NULL,Active,05-07-2025 10:29,15-08-2025 13:35
CUST000065, Boaz,Beck,Male,01-12-1994,boaz3848967.beck@gmail.com,8595331487,Durg,Chhattisgarh,Central,IN,491005,30-07-2023,Corporate,Business,Google Ads,CAMP008,Active,30-07-2023 15:39,12-02-2024 23:38
CUST000066, Omar,Rahim,Male,13-02-1975,o-rahim4487230@icloud.com,8498261418,Mandi,Himachal Pradesh,North,IN,175003,20-05-2025,Regular,Retail,NULL,NULL,Active,20-05-2025 11:02,23-06-2025 16:08
CUST000067, Anvika,Dasgupta,Female,25-03-2002,anvika-dasgupta2391907@gmail.com,6506428701,Amritsar,Punjab,North,IN,143005,09-12-2025,VIP,Premium,NULL,NULL,Inactive,09-12-2025 14:00,17-12-2025 05:08
CUST000068, Deepamala,Iyengar,Female,26-04-1998,d_iyengar8785123@gmail.com,7172450569,Jammu,Jammu & Kashmir,North,IN,180004,03-08-2024,Corporate,Business,Meta Ads,CAMP026,Inactive,03-08-2024 14:11,23-11-2024 02:19
CUST000069, Nila,Rathore,Female,29-01-1983,nila.rathore2936666@gmail.com,9512430909,Kanpur,Uttar Pradesh,North,IN,208001,20-07-2023,Regular,Retail,Google Ads,CAMP008,Inactive,20-07-2023 15:29,14-01-2024 08:08
CUST000070, Nomanullah,Saifi,Male,11-05-1981,nomanullah_saifi6827640@yahoo.com,7004090767,Bhopal,Madhya Pradesh,Central,IN,462004,11-05-2023,Regular,Private,Email,CAMP006,Active,11-05-2023 17:21,20-08-2023 08:36
CUST000071, Tapan,Hazarika,Male,18-01-1991,tapan.hazarika7825471@gmail.com,9867118365,Udaipur,Rajasthan,North,IN,313005,12-03-2025,Regular,Retail,NULL,NULL,Active,12-03-2025 14:07,25-05-2025 20:40
CUST000072, Jonah,Chandy,Male,15-08-1992,jchandy7723847@hotmail.com,9818840663,Ajmer,Rajasthan,North,IN,305003,29-08-2023,Regular,Retail,Influencer,CAMP010,Inactive,29-08-2023 09:45,14-12-2024 02:22
CUST000073, Jyoti,Pawar,Female,22-12-1968,jyoti9903312.pawar@gmail.com,7865316625,Jaipur,Rajasthan,North,IN,302005,12-08-2025,Regular,Retail,NULL,NULL,Active,12-08-2025 19:52,26-10-2025 07:42
CUST000074, Kyle,Soren,M,07-04-1966,kyle.soren4511848@yahoo.com,8883757734,Faridabad,Haryana,North,IN,121003,04-12-2025,VIP,Retail,NULL,NULL,Active,04-12-2025 19:27,08-12-2025 17:50
CUST000075, Niaz,Mir,M,26-10-1981,n.mir9558981@gmail.com,8551665518,Kolhapur,Maharashtra,West,IN,416005,05-10-2025,Regular,Retail,Meta Ads,CAMP039,Active,05-10-2025 17:18,06-10-2025 05:24
CUST000076, Anay,Kashyap,M,09-08-1993,anay2339981.kashyap@gmail.com,7970142970,Delhi,Delhi,North,IN,110007,11-04-2024,Regular,Retail,Google Ads,CAMP023,Active,11-04-2024 06:41,01-07-2024 15:48
CUST000077, Herbert,Bara,M,24-02-1985,herbert3602136.bara@hotmail.com,7298945901,Warangal,Telangana,South,IN,506004,18-10-2023,Regular,Private,NULL,NULL,Active,18-10-2023 12:32,31-01-2024 13:43
CUST000078, Rohita,Pawar,Female,07-09-1995,r.pawar1990529@gmail.com,8866477196,Indore,Madhya Pradesh,Central,IN,452004,21-03-2024,Regular,Retail,Meta Ads,CAMP022,Active,21-03-2024 08:59,16-04-2024 06:37
CUST000079, Glenn,Tete,Male,24-07-1974,glenn.tete2947232@gmail.com,9002446178,Indore,Madhya Pradesh,Central,IN,452004,29-12-2025,Regular,Retail,NULL,NULL,Active,29-12-2025 10:19,30-12-2025 19:59
CUST000080, Maisie,Zachariah,Female,10-10-1982,maisie.zachariah5008218@yahoo.com,8286816491,Balasore,Odisha,East,IN,756003,01-05-2025,Regular,Business,Google Ads,CAMP037,Active,01-05-2025 21:53,18-08-2025 09:22
CUST000081, Gurunath,Shah,Male,07-09-1997,gurunath_shah7687721@gmail.com,7770503159,Mumbai,Maharashtra,West,IN,400004,17-01-2025,Regular,Retail,Google Ads,CAMP034,Active,17-01-2025 09:16,06-04-2025 18:04
CUST000082, Glenn,Tete,Male,24-07-1992,g_tete2581261@hotmail.com,6564251896,Patna,Bihar,East,IN,800004,14-02-2023,Regular,Priority,Email,CAMP003,Active,14-02-2023 14:00,30-04-2023 13:40
CUST000083, Rishikesh,Choudhary,Male,08-01-2003,rishikeshchoudhary216504@gmail.com,8988457277,Howrah,West Bengal,East,IN,711101,08-11-2024,Regular,Retail,Push Notification,CAMP031,Active,08-11-2024 18:49,27-01-2025 07:01
CUST000084, Manasa,Ramaswamy,F,02-04-1991,manasaramaswamy7737850@gmail.com,7895254557,Surat,Gujarat,West,IN,395002,13-08-2023,Regular,Retail,Meta Ads,CAMP009,Active,13-08-2023 09:42,06-09-2023 10:14
CUST000085, Shivani,Salve,F,16-12-1996,shivani_salve5820068@gmail.com,7604730282,Pune,Maharashtra,West,IN,411005,01-09-2025,Regular,Private,NULL,NULL,Active,01-09-2025 19:14,07-10-2025 23:26
CUST000086, Muniba,Ahmed,F,20-05-1974,muniba-ahmed2472742@gmail.com,7056695773,Ahmedabad,Gujarat,West,IN,380002,08-01-2023,Corporate,Business,Meta Ads,CAMP002,Active,08-01-2023 12:25,18-08-2023 21:36
CUST000087, Alison,Joseph,F,30-11-1998,alison_joseph6929614@gmail.com,7275052048,Bathinda,Punjab,North,IN,151101,02-01-2024,Regular,Retail,NULL,NULL,Active,02-01-2024 08:30,15-05-2024 14:25
CUST000088, Serena,Coelho,F,06-09-2001,serena1938062_coelho@hotmail.com,8003898431,Hyderabad,Telangana,South,IN,500001,31-10-2024,Corporate,Retail,Push Notification,CAMP031,Active,31-10-2024 10:36,03-12-2024 16:54
CUST000089, Manish,Bora,Male,12-10-1977,manish1376520.bora@outlook.com,7367607890,Kolhapur,Maharashtra,West,IN,416001,11-10-2025,Regular,Retail,Google Ads,CAMP040,Active,12-10-2025 20:12,02-11-2025 17:45
CUST000090, Krishang,Sanghavi,Male,11-07-1983,k_sanghavi2743870@outlook.com,8084296588,Jodhpur,Rajasthan,North,IN,342005,15-10-2025,Regular,Private,Google Ads,CAMP040,Active,15-10-2025 20:38,15-10-2025 20:39
CUST000091, Viresh,Ingle,Male,31-08-1977,viresh.ingle3750262@gmail.com,6486667706,Baramulla,Jammu & Kashmir,North,IN,193201,25-08-2023,Premium,Retail,Influencer,CAMP010,Active,25-08-2023 18:52,14-02-2024 15:07
CUST000092, Christine,Kerketta,Female,03-10-1979,christine_kerketta2766544@yahoo.com,9430456651,Ahmedabad,Gujarat,West,IN,380002,17-09-2025,Corporate,Business,NULL,NULL,Active,17-09-2025 10:19,26-12-2025 07:42
CUST000093, Ritvi,Parekh,Female,10-02-1974,ritvi3486745parekh@gmail.com,8066719698,Darbhanga,Bihar,East,IN,846005,03-08-2025,Regular,Retail,NULL,NULL,Active,03-08-2025 18:04,19-08-2025 06:43
CUST000094, Iftikhar,Siddiqi,Male,21-07-2000,iftikhar4483268.siddiqi@hotmail.com,9152901745,Solapur,Maharashtra,West,IN,413003,14-04-2024,Regular,Private,Google Ads,CAMP023,Active,14-04-2024 09:17,01-05-2024 21:50
CUST000095, Priyansh,Kharat,Male,17-10-2003,p-kharat3823663@gmail.com,8508170757,Raipur,Chhattisgarh,Central,IN,492003,17-01-2024,Regular,Private,Meta Ads,CAMP019,Inactive,17-01-2024 12:19,17-03-2024 08:36
CUST000096, Sumaira,Lone,Female,20-12-1992,sumaira7745628_lone@gmail.com,9814732316,Kolhapur,Maharashtra,West,IN,416004,11-05-2024,Premium,Priority,Push Notification,CAMP024,Active,11-05-2024 14:17,28-06-2024 07:08
CUST000097, Krishnesh,Sanghavi,Male,10-09-1997,k.sanghavi763715@gmail.com,7445896085,Thane,Maharashtra,West,IN,400605,17-11-2025,Regular,Private,NULL,NULL,Active,17-11-2025 06:02,17-12-2025 17:26
CUST000098, Sarvesh,Vaidya,Male,07-02-1990,sarvesh-vaidya6142340@hotmail.com,9286871690,Lucknow,Uttar Pradesh,North,IN,226005,21-04-2024,Premium,Retail,Google Ads,CAMP023,Active,21-04-2024 14:20,27-09-2024 09:08
CUST000099, Manasvi,Bapna,Female,15-05-1992,mbapna9857297@gmail.com,7615809064,Mumbai,Maharashtra,West,IN,400004,12-09-2024,Regular,Private,Email,CAMP028,Blocked,12-09-2024 11:50,21-01-2025 18:43
CUST000100, Maira,Rizvi,Female,23-07-1998,m.rizvi3139427@gmail.com,7860847353,Bengaluru,Karnataka,South,IN,560002,04-10-2025,Regular,Retail,Meta Ads,CAMP039,Active,04-10-2025 23:26,03-11-2025 22:44
